ID flightNo intDepDate time dayInterval holiday tid price rate
538 CZ323 20160215 21 1 weekday 1 1720 high
539 CZ324 20160215 13 1 weekday 1 1910 high
540 CZ324 20160215 13 0 weekday 0 1910 high
541 CZ323 20160216 21 1 weekday 0 1630 high
542 CZ324 20160216 13 1 weekday 0 1720 high
543 CZ324 20141231 13 78 weekday 2 900 low
544 CZ323 20141231 21 78 weekday 2 870 low
545 CZ323 20160116 21 9 weekend 3 1530 high
546 CZ324 20160115 13 7 weekend 2 1150 low
547 CZ323 20160206 21 7 weekend 0 1530 high
548 CZ323 20160206 21 7 weekend 0 1530 high
549 CZ324 20160206 13 7 weekend 0 1530 high
550 CZ324 20160206 13 7 weekend 0 1530 high
551 CZ323 20160207 21 8 weekend 0 760 low
552 CZ324 20160207 13 8 weekend 0 1150 low
553 CZ323 20160207 21 8 weekend 0 760 low
554 CZ324 20160207 13 8 weekend 0 1150 low
555 CZ323 20160208 21 9 weekday 0 1340 high
556 CZ323 20160208 21 9 weekday 0 1340 high
557 CZ324 20160208 13 9 weekday 0 1430 high
558 CZ324 20160208 13 9 weekday 0 1430 high
559 CZ323 20160130 21 0 weekend 2 1910 high
560 CZ323 20160130 21 0 weekend 2 1910 high
561 CZ324 20160130 13 0 weekend 2 4390 high
562 CZ324 20160130 13 0 weekend 2 4390 high
563 CZ323 20160131 21 1 weekend 2 1910 high
564 CZ323 20160131 21 1 weekend 2 1910 high
565 CZ324 20160131 13 1 weekend 2 4390 high
566 CZ324 20160131 13 1 weekend 2 4390 high
567 CZ323 20160201 21 2 weekday 2 1910 high
568 CZ323 20160201 21 2 weekday 2 1910 high
569 CZ323 20160208 21 9 weekday 3 1340 high
570 CZ323 20160208 21 9 weekday 3 1340 high
571 CZ324 20160208 13 9 weekday 3 1430 high
572 CZ324 20160208 13 9 weekday 3 1430 high
573 CZ323 20160131 21 0 weekend 0 1910 high
574 CZ323 20160131 21 0 weekend 0 1910 high
575 CZ324 20160131 13 0 weekend 0 5350 high
576 CZ324 20160131 13 0 weekend 0 5350 high
577 CZ323 20160201 21 1 weekday 0 1910 high
578 CZ324 20160201 13 1 weekday 0 1720 high
579 CZ323 20160201 21 1 weekday 0 1910 high
580 CZ324 20160201 13 1 weekday 0 1720 high
581 CZ323 20160202 21 2 weekday 0 1910 high
582 CZ324 20160202 13 2 weekday 0 1720 high
583 CZ323 20160202 21 2 weekday 0 1910 high
584 CZ324 20160202 13 2 weekday 0 1720 high
585 CZ323 20160203 21 3 weekday 0 1910 high
586 CZ323 20160203 21 3 weekday 0 1910 high
587 CZ324 20160203 13 3 weekday 0 1530 high
588 CZ324 20160203 13 3 weekday 0 1530 high
589 CZ324 20160203 13 3 weekday 2 1530 high
590 CZ324 20160203 13 3 weekday 2 1530 high
591 CZ323 20160204 21 4 weekday 2 1910 high
592 CZ323 20160204 21 4 weekday 2 1910 high
593 CZ324 20160204 13 4 weekday 2 1910 high
594 CZ324 20160204 13 4 weekday 2 1910 high
595 CZ323 20160205 21 5 weekend 2 1530 high
596 CZ324 20160205 13 5 weekend 2 1430 high
597 CZ323 20160205 21 5 weekend 2 1530 high
598 CZ324 20160205 13 5 weekend 2 1430 high
599 CZ323 20160206 21 6 weekend 2 1530 high
600 CZ324 20160206 13 6 weekend 2 1530 high
601 CZ323 20160206 21 6 weekend 2 1530 high
602 CZ324 20160206 13 6 weekend 2 1530 high
603 CZ323 20160207 21 7 weekend 2 960 low
604 CZ323 20160207 21 7 weekend 2 960 low
605 CZ324 20160207 13 7 weekend 2 1150 low
606 CZ324 20160207 13 7 weekend 2 1150 low
607 CZ323 20160208 21 8 weekday 2 1340 high
608 CZ323 20160208 21 8 weekday 2 1340 high
609 CZ324 20160208 13 8 weekday 2 1340 high
610 CZ324 20160208 13 8 weekday 2 1340 high
611 CZ323 20160209 21 9 weekday 2 1340 high
612 CZ323 20160209 21 9 weekday 2 1340 high
613 CZ324 20160209 13 9 weekday 2 1910 high
614 CZ324 20160209 13 9 weekday 2 1910 high
615 CZ323 20160201 21 0 weekday 1 1910 high
616 CZ323 20160201 21 0 weekday 1 1910 high
617 CZ324 20160201 13 0 weekday 1 1910 high
618 CZ324 20160201 13 0 weekday 1 1910 high
619 CZ323 20160209 21 8 weekday 2 1340 high
620 CZ323 20160209 21 8 weekday 2 1340 high
621 CZ324 20160209 13 8 weekday 2 1910 high
622 CZ324 20160209 13 8 weekday 2 1910 high
623 CZ323 20160210 21 9 weekday 2 1340 high
624 CZ323 20160210 21 9 weekday 2 1340 high
625 CZ324 20160210 13 9 weekday 2 1910 high
626 CZ324 20160210 13 9 weekday 2 1910 high
627 CZ323 20160201 21 0 weekday 3 1910 high
628 CZ323 20160201 21 0 weekday 3 1910 high
629 CZ323 20160202 21 1 weekday 3 1910 high
630 CZ323 20160202 21 1 weekday 3 1910 high
631 CZ324 20160202 13 1 weekday 3 1720 high
632 CZ324 20160202 13 1 weekday 3 1720 high
633 CZ323 20160203 21 2 weekday 3 1910 high
634 CZ323 20160203 21 2 weekday 3 1910 high
635 CZ324 20160203 13 2 weekday 3 1530 high
636 CZ324 20160203 13 2 weekday 3 1530 high
637 CZ323 20160204 21 3 weekday 3 1910 high
638 CZ323 20160204 21 3 weekday 3 1910 high
639 CZ324 20160204 13 3 weekday 3 1910 high
640 CZ324 20160204 13 3 weekday 3 1910 high
641 CZ323 20160205 21 4 weekend 3 1530 high
642 CZ323 20160205 21 4 weekend 3 1530 high
643 CZ324 20160205 13 4 weekend 3 1430 high
644 CZ324 20160205 13 4 weekend 3 1430 high
645 CZ323 20160206 21 5 weekend 3 1530 high
646 CZ323 20160206 21 5 weekend 3 1530 high
647 CZ324 20160206 13 5 weekend 3 1530 high
648 CZ324 20160206 13 5 weekend 3 1530 high
649 CZ323 20160207 21 6 weekend 3 1910 high
650 CZ324 20160207 13 6 weekend 3 1150 low
651 CZ323 20160207 21 6 weekend 3 1910 high
652 CZ324 20160207 13 6 weekend 3 1150 low
653 CZ323 20160208 21 7 weekday 3 1340 high
654 CZ324 20160208 13 7 weekday 3 1340 high
655 CZ323 20160208 21 7 weekday 3 1340 high
656 CZ324 20160208 13 7 weekday 3 1340 high
657 CZ324 20160203 13 1 weekday 1 1530 high
658 CZ324 20160203 13 1 weekday 1 1530 high
659 CZ323 20160204 21 2 weekday 1 1910 high
660 CZ324 20160204 13 2 weekday 1 1910 high
661 CZ323 20160204 21 2 weekday 1 1910 high
662 CZ324 20160204 13 2 weekday 1 1910 high
663 CZ323 20160205 21 3 weekend 1 1530 high
664 CZ324 20160205 13 3 weekend 1 1430 high
665 CZ323 20160205 21 3 weekend 1 1530 high
666 CZ324 20160205 13 3 weekend 1 1430 high
667 CZ323 20160206 21 4 weekend 1 1530 high
668 CZ324 20160206 13 4 weekend 1 1530 high
669 CZ323 20160206 21 4 weekend 1 1530 high
670 CZ324 20160206 13 4 weekend 1 1530 high
671 CZ323 20160207 21 5 weekend 1 1910 high
672 CZ324 20160207 13 5 weekend 1 1150 low
673 CZ323 20160207 21 5 weekend 1 1910 high
674 CZ324 20160207 13 5 weekend 1 1150 low
675 CZ323 20160208 21 6 weekday 1 1340 high
676 CZ323 20160208 21 6 weekday 1 1340 high
677 CZ324 20160208 13 6 weekday 1 1340 high
678 CZ324 20160208 13 6 weekday 1 1340 high
679 CZ323 20160209 21 7 weekday 1 1340 high
680 CZ324 20160209 13 7 weekday 1 1910 high
681 CZ323 20160209 21 7 weekday 1 1340 high
682 CZ324 20160209 13 7 weekday 1 1910 high
683 CZ323 20160210 21 8 weekday 1 1340 high
684 CZ324 20160210 13 8 weekday 1 1910 high
685 CZ323 20160210 21 8 weekday 1 1340 high
686 CZ324 20160210 13 8 weekday 1 1910 high
687 CZ323 20160211 21 9 weekday 1 1340 high
688 CZ323 20160211 21 9 weekday 1 1340 high
689 CZ324 20160211 13 9 weekday 1 1530 high
690 CZ324 20160211 13 9 weekday 1 1530 high
691 CZ323 20160203 21 0 weekday 0 1910 high
692 CZ323 20160203 21 0 weekday 0 1910 high
693 CZ324 20160203 13 0 weekday 0 1910 high
694 CZ324 20160203 13 0 weekday 0 1910 high
695 CZ323 20160204 21 1 weekday 0 1910 high
696 CZ323 20160204 21 1 weekday 0 1910 high
697 CZ324 20160204 13 1 weekday 0 1910 high
698 CZ324 20160204 13 1 weekday 0 1910 high
699 CZ323 20160205 21 2 weekend 0 1910 high
700 CZ323 20160205 21 2 weekend 0 1910 high
701 CZ324 20160205 13 2 weekend 0 1430 high
702 CZ324 20160205 13 2 weekend 0 1430 high
703 CZ323 20160206 21 3 weekend 0 1530 high
704 CZ323 20160206 21 3 weekend 0 1530 high
705 CZ324 20160206 13 3 weekend 0 1530 high
706 CZ324 20160206 13 3 weekend 0 1530 high
707 CZ323 20160207 21 4 weekend 0 1910 high
708 CZ323 20160207 21 4 weekend 0 1910 high
709 CZ324 20160207 13 4 weekend 0 1150 low
710 CZ324 20160207 13 4 weekend 0 1150 low
711 CZ323 20160208 21 5 weekday 0 1340 high
712 CZ323 20160208 21 5 weekday 0 1340 high
713 CZ324 20160208 13 5 weekday 0 1347 high
714 CZ324 20160208 13 5 weekday 0 1347 high
715 CZ323 20160209 21 6 weekday 0 1340 high
716 CZ323 20160209 21 6 weekday 0 1340 high
717 CZ324 20160209 13 6 weekday 0 1910 high
718 CZ324 20160209 13 6 weekday 0 1910 high
719 CZ323 20160210 21 7 weekday 0 1340 high
720 CZ323 20160210 21 7 weekday 0 1340 high
721 CZ324 20160210 13 7 weekday 0 1910 high
722 CZ324 20160210 13 7 weekday 0 1910 high
723 CZ323 20160211 21 8 weekday 0 1340 high
724 CZ323 20160211 21 8 weekday 0 1340 high
725 CZ324 20160211 13 8 weekday 0 1530 high
726 CZ324 20160211 13 8 weekday 0 1530 high
727 CZ323 20160212 21 9 holiday 0 1530 high
728 CZ323 20160212 21 9 holiday 0 1530 high
729 CZ324 20160212 13 9 holiday 0 1910 high
730 CZ324 20160212 13 9 holiday 0 1910 high
731 CZ323 20160204 21 1 weekday 3 1910 high
732 CZ324 20160204 13 1 weekday 3 1910 high
733 CZ323 20160205 21 2 weekend 3 1910 high
734 CZ324 20160205 13 2 weekend 3 1430 high
735 CZ323 20160206 21 3 weekend 3 1910 high
736 CZ324 20160206 13 3 weekend 3 1530 high
737 CZ323 20160207 21 4 weekend 3 1810 high
738 CZ324 20160207 13 4 weekend 3 1150 low
739 CZ323 20160208 21 5 weekday 3 1340 high
740 CZ324 20160208 13 5 weekday 3 1910 high
741 CZ323 20160209 21 6 weekday 3 1270 high
742 CZ324 20160209 13 6 weekday 3 1910 high
743 CZ323 20160210 21 7 weekday 3 1270 high
744 CZ324 20160210 13 7 weekday 3 1910 high
745 CZ323 20160211 21 8 weekday 3 1270 high
746 CZ324 20160211 13 8 weekday 3 1530 high
747 CZ323 20160212 21 9 holiday 3 1450 high
748 CZ324 20160212 13 9 holiday 3 1910 high
749 CZ323 20160204 21 0 weekday 0 1910 high
750 CZ324 20160204 13 0 weekday 0 1910 high
751 CZ323 20160205 21 1 weekend 0 1910 high
752 CZ324 20160205 13 1 weekend 0 1430 high
753 CZ323 20160206 21 2 weekend 0 1910 high
754 CZ324 20160206 13 2 weekend 0 1530 high
755 CZ323 20160207 21 3 weekend 0 1810 high
756 CZ324 20160207 13 3 weekend 0 1150 low
757 CZ323 20160208 21 4 weekday 0 1270 high
758 CZ324 20160208 13 4 weekday 0 1430 high
759 CZ323 20160209 21 5 weekday 0 1270 high
760 CZ324 20160209 13 5 weekday 0 1910 high
761 CZ323 20160210 21 6 weekday 0 1270 high
762 CZ324 20160210 13 6 weekday 0 1910 high
763 CZ323 20160211 21 7 weekday 0 1270 high
764 CZ324 20160211 13 7 weekday 0 1530 high
765 CZ323 20160212 21 8 holiday 0 1450 high
766 CZ324 20160212 13 8 holiday 0 1910 high
767 CZ323 20160213 21 9 holiday 0 1910 high
768 CZ324 20160213 13 9 holiday 0 1910 high
769 CZ323 20160212 21 8 holiday 3 1270 high
770 CZ324 20160212 13 8 holiday 3 1910 high
771 CZ323 20160213 21 9 holiday 3 1910 high
772 CZ324 20160213 13 9 holiday 3 1910 high
773 CZ324 20160207 13 8 weekend 3 1150 low
774 CZ324 20160207 13 8 weekend 3 1150 low
775 CZ323 20160131 21 0 weekend 2 1910 high
776 CZ323 20160131 21 0 weekend 2 1910 high
777 CZ324 20160131 13 0 weekend 2 2480 high
778 CZ324 20160131 13 0 weekend 2 2480 high
779 CZ323 20160201 21 1 weekday 2 1910 high
780 CZ323 20160201 21 1 weekday 2 1910 high
781 CZ324 20160201 13 1 weekday 2 1720 high
782 CZ324 20160201 13 1 weekday 2 1720 high
783 CZ323 20160202 21 2 weekday 2 1910 high
784 CZ323 20160202 21 2 weekday 2 1910 high
785 CZ324 20160202 13 2 weekday 2 1720 high
786 CZ324 20160202 13 2 weekday 2 1720 high
787 CZ323 20160203 21 3 weekday 2 1910 high
788 CZ323 20160203 21 3 weekday 2 1910 high
789 CZ323 20160201 21 0 weekday 0 1910 high
790 CZ323 20160201 21 0 weekday 0 1910 high
791 CZ324 20160201 13 0 weekday 0 1910 high
792 CZ324 20160201 13 0 weekday 0 1910 high
793 CZ323 20160202 21 1 weekday 0 1910 high
794 CZ323 20160202 21 1 weekday 0 1910 high
795 CZ324 20160202 13 1 weekday 0 1720 high
796 CZ324 20160202 13 1 weekday 0 1720 high
797 CZ323 20160203 21 2 weekday 0 1910 high
798 CZ323 20160203 21 2 weekday 0 1910 high
799 CZ324 20160203 13 2 weekday 0 1530 high
800 CZ324 20160203 13 2 weekday 0 1530 high
801 CZ323 20160204 21 3 weekday 0 1910 high
802 CZ323 20160204 21 3 weekday 0 1910 high
803 CZ324 20160204 13 3 weekday 0 1910 high
804 CZ324 20160204 13 3 weekday 0 1910 high
805 CZ323 20160205 21 4 weekend 0 1530 high
806 CZ323 20160205 21 4 weekend 0 1530 high
807 CZ324 20160205 13 4 weekend 0 1430 high
808 CZ324 20160205 13 4 weekend 0 1430 high
809 CZ323 20160206 21 5 weekend 0 1530 high
810 CZ324 20160206 13 5 weekend 0 1530 high
811 CZ323 20160206 21 5 weekend 0 1530 high
812 CZ324 20160206 13 5 weekend 0 1530 high
813 CZ323 20160207 21 6 weekend 0 960 low
814 CZ323 20160207 21 6 weekend 0 960 low
815 CZ324 20160207 13 6 weekend 0 1150 low
816 CZ324 20160207 13 6 weekend 0 1150 low
817 CZ323 20160208 21 7 weekday 0 1340 high
818 CZ324 20160208 13 7 weekday 0 1340 high
819 CZ323 20160208 21 7 weekday 0 1340 high
820 CZ324 20160208 13 7 weekday 0 1340 high
821 CZ323 20160209 21 8 weekday 0 1340 high
822 CZ323 20160209 21 8 weekday 0 1340 high
823 CZ324 20160209 13 8 weekday 0 1910 high
824 CZ324 20160209 13 8 weekday 0 1910 high
825 CZ323 20160210 21 9 weekday 0 1340 high
826 CZ324 20160210 13 9 weekday 0 1910 high
827 CZ323 20160210 21 9 weekday 0 1340 high
828 CZ324 20160210 13 9 weekday 0 1910 high
829 CZ323 20160203 21 2 weekday 2 1910 high
830 CZ323 20160203 21 2 weekday 2 1910 high
831 CZ324 20160203 13 2 weekday 2 1530 high
832 CZ324 20160203 13 2 weekday 2 1530 high
833 CZ323 20160204 21 3 weekday 2 1910 high
834 CZ323 20160204 21 3 weekday 2 1910 high
835 CZ324 20160204 13 3 weekday 2 1910 high
836 CZ324 20160204 13 3 weekday 2 1910 high
837 CZ323 20160205 21 4 weekend 2 1530 high
838 CZ323 20160205 21 4 weekend 2 1530 high
839 CZ324 20160205 13 4 weekend 2 1430 high
840 CZ324 20160205 13 4 weekend 2 1430 high
841 CZ323 20160206 21 5 weekend 2 1530 high
842 CZ323 20160206 21 5 weekend 2 1530 high
843 CZ324 20160206 13 5 weekend 2 1530 high
844 CZ324 20160206 13 5 weekend 2 1530 high
845 CZ323 20160207 21 6 weekend 2 1340 high
846 CZ323 20160207 21 6 weekend 2 1340 high
847 CZ324 20160207 13 6 weekend 2 1150 low
848 CZ324 20160207 13 6 weekend 2 1150 low
849 CZ323 20160208 21 7 weekday 2 1340 high
850 CZ323 20160208 21 7 weekday 2 1340 high
851 CZ324 20160208 13 7 weekday 2 1340 high
852 CZ324 20160208 13 7 weekday 2 1340 high
853 CZ323 20160207 21 5 weekend 0 1910 high
854 CZ323 20160207 21 5 weekend 0 1910 high
855 CZ324 20160207 13 5 weekend 0 1150 low
856 CZ324 20160207 13 5 weekend 0 1150 low
857 CZ323 20160208 21 6 weekday 0 1340 high
858 CZ324 20160208 13 6 weekday 0 1340 high
859 CZ323 20160208 21 6 weekday 0 1340 high
860 CZ324 20160208 13 6 weekday 0 1340 high
861 CZ323 20160209 21 7 weekday 0 1340 high
862 CZ323 20160209 21 7 weekday 0 1340 high
863 CZ324 20160209 13 7 weekday 0 1910 high
864 CZ324 20160209 13 7 weekday 0 1910 high
865 CZ323 20160210 21 8 weekday 0 1340 high
866 CZ323 20160210 21 8 weekday 0 1340 high
867 CZ324 20160210 13 8 weekday 0 1910 high
868 CZ324 20160210 13 8 weekday 0 1910 high
869 CZ323 20160211 21 9 weekday 0 1340 high
870 CZ324 20160211 13 9 weekday 0 1530 high
871 CZ323 20160211 21 9 weekday 0 1340 high
872 CZ324 20160211 13 9 weekday 0 1530 high
873 CZ323 20160202 21 0 weekday 1 1910 high
874 CZ323 20160202 21 0 weekday 1 1910 high
875 CZ324 20160202 13 0 weekday 1 1720 high
876 CZ324 20160202 13 0 weekday 1 1720 high
877 CZ323 20160203 21 1 weekday 1 1910 high
878 CZ323 20160203 21 1 weekday 1 1910 high
879 CZ324 20160211 13 9 weekday 2 1530 high
880 CZ323 20160202 21 0 weekday 3 1910 high
881 CZ323 20160203 21 1 weekday 3 4390 high
882 CZ324 20160203 13 1 weekday 3 1910 high
883 CZ323 20160204 21 2 weekday 3 1910 high
884 CZ324 20160204 13 2 weekday 3 1910 high
885 CZ323 20160205 21 3 weekend 3 1910 high
886 CZ324 20160205 13 3 weekend 3 1430 high
887 CZ323 20160206 21 4 weekend 3 1530 high
888 CZ324 20160206 13 4 weekend 3 1530 high
889 CZ323 20160207 21 5 weekend 3 1910 high
890 CZ324 20160207 13 5 weekend 3 1340 high
891 CZ323 20160208 21 6 weekday 3 1910 high
892 CZ324 20160208 13 6 weekday 3 1530 high
893 CZ323 20160209 21 7 weekday 3 1340 high
894 CZ324 20160209 13 7 weekday 3 1910 high
895 CZ323 20160210 21 8 weekday 3 1340 high
896 CZ324 20160210 13 8 weekday 3 1910 high
897 CZ323 20160211 21 9 weekday 3 1340 high
898 CZ324 20160211 13 9 weekday 3 1530 high
899 CZ323 20160203 21 0 weekday 2 1910 high
900 CZ323 20160203 21 0 weekday 2 1910 high
901 CZ324 20160203 13 0 weekday 2 1910 high
902 CZ324 20160203 13 0 weekday 2 1910 high
903 CZ323 20160204 21 1 weekday 2 1910 high
904 CZ323 20160204 21 1 weekday 2 1910 high
905 CZ324 20160204 13 1 weekday 2 1910 high
906 CZ324 20160204 13 1 weekday 2 1910 high
907 CZ323 20160205 21 2 weekend 2 1910 high
908 CZ323 20160205 21 2 weekend 2 1910 high
909 CZ324 20160205 13 2 weekend 2 1430 high
910 CZ324 20160205 13 2 weekend 2 1430 high
911 CZ323 20160206 21 3 weekend 2 1530 high
912 CZ323 20160206 21 3 weekend 2 1530 high
913 CZ324 20160206 13 3 weekend 2 1530 high
914 CZ324 20160206 13 3 weekend 2 1530 high
915 CZ323 20160207 21 4 weekend 2 1810 high
916 CZ323 20160207 21 4 weekend 2 1810 high
917 CZ324 20160207 13 4 weekend 2 1150 low
918 CZ324 20160207 13 4 weekend 2 1150 low
919 CZ323 20160208 21 5 weekday 2 1340 high
920 CZ323 20160208 21 5 weekday 2 1340 high
921 CZ324 20160208 13 5 weekday 2 1340 high
922 CZ324 20160208 13 5 weekday 2 1340 high
923 CZ323 20160209 21 6 weekday 2 1340 high
924 CZ323 20160209 21 6 weekday 2 1340 high
925 CZ324 20160209 13 6 weekday 2 1910 high
926 CZ324 20160209 13 6 weekday 2 1910 high
927 CZ323 20160210 21 7 weekday 2 1270 high
928 CZ323 20160210 21 7 weekday 2 1270 high
929 CZ324 20160210 13 7 weekday 2 1910 high
930 CZ324 20160210 13 7 weekday 2 1910 high
931 CZ323 20160211 21 8 weekday 2 1270 high
932 CZ323 20160211 21 8 weekday 2 1270 high
933 CZ324 20160211 13 8 weekday 2 1530 high
934 CZ324 20160211 13 8 weekday 2 1530 high
935 CZ323 20160212 21 9 holiday 2 1450 high
936 CZ323 20160212 21 9 holiday 2 1450 high
937 CZ324 20160212 13 9 holiday 2 1910 high
938 CZ324 20160212 13 9 holiday 2 1910 high
939 CZ323 20160204 21 0 weekday 2 1910 high
940 CZ324 20160204 13 0 weekday 2 1910 high
941 CZ323 20160205 21 1 weekend 2 1910 high
942 CZ324 20160205 13 1 weekend 2 1430 high
943 CZ323 20160206 21 2 weekend 2 1910 high
944 CZ324 20160206 13 2 weekend 2 1530 high
945 CZ323 20160207 21 3 weekend 2 1530 high
946 CZ324 20160207 13 3 weekend 2 1150 low
947 CZ323 20160208 21 4 weekday 2 1270 high
948 CZ324 20160208 13 4 weekday 2 1430 high
949 CZ323 20160209 21 5 weekday 2 1270 high
950 CZ324 20160209 13 5 weekday 2 1910 high
951 CZ323 20160210 21 6 weekday 2 1270 high
952 CZ324 20160210 13 6 weekday 2 1910 high
953 CZ323 20160211 21 7 weekday 2 1270 high
954 CZ324 20160211 13 7 weekday 2 1530 high
955 CZ323 20160212 21 8 holiday 2 1270 high
956 CZ324 20160212 13 8 holiday 2 1910 high
957 CZ323 20160213 21 9 holiday 2 1910 high
958 CZ324 20160213 13 9 holiday 2 1910 high
959 CZ323 20160204 21 0 weekday 3 4390 high
960 CZ323 20160205 21 1 weekend 3 1910 high
961 CZ324 20160205 13 1 weekend 3 1430 high
962 CZ323 20160206 21 2 weekend 3 1910 high
963 CZ324 20160206 13 2 weekend 3 1530 high
964 CZ323 20160207 21 3 weekend 3 1450 high
965 CZ324 20160207 13 3 weekend 3 1150 low
966 CZ323 20160208 21 4 weekday 3 1270 high
967 CZ324 20160208 13 4 weekday 3 1430 high
968 CZ323 20160209 21 5 weekday 3 1270 high
969 CZ324 20160209 13 5 weekday 3 1910 high
970 CZ323 20160210 21 6 weekday 3 1270 high
971 CZ324 20160210 13 6 weekday 3 1910 high
972 CZ323 20160211 21 7 weekday 3 1270 high
973 CZ324 20160211 13 7 weekday 3 1530 high
974 CZ323 20160212 21 7 holiday 1 1270 high
975 CZ324 20160212 13 7 holiday 1 1910 high
976 CZ323 20160213 21 8 holiday 1 1910 high
977 CZ324 20160213 13 8 holiday 1 1910 high
978 CZ323 20160214 21 9 weekend 1 1910 high
979 CZ324 20160214 13 9 weekend 1 1910 high
980 CZ323 20160205 21 0 weekend 2 1910 high
981 CZ324 20160205 13 0 weekend 2 1430 high
982 CZ323 20160206 21 1 weekend 2 1910 high
983 CZ324 20160206 13 1 weekend 2 1530 high
984 CZ323 20160207 21 2 weekend 2 1450 high
985 CZ324 20160207 13 2 weekend 2 1150 low
986 CZ323 20160208 21 3 weekday 2 1340 high
987 CZ324 20160208 13 3 weekday 2 1430 high
988 CZ323 20160209 21 4 weekday 2 1270 high
989 CZ324 20160209 13 4 weekday 2 1910 high
990 CZ323 20160210 21 5 weekday 2 1270 high
991 CZ324 20160210 13 5 weekday 2 1910 high
992 CZ323 20160211 21 6 weekday 2 1270 high
993 CZ324 20160211 13 6 weekday 2 1530 high
994 CZ323 20160212 21 7 holiday 2 1270 high
995 CZ324 20160212 13 7 holiday 2 1910 high
996 CZ323 20160213 21 8 holiday 2 1910 high
997 CZ324 20160213 13 8 holiday 2 1910 high
998 CZ323 20160214 21 9 weekend 2 1910 high
999 CZ324 20160214 13 9 weekend 2 1910 high
1000 CZ323 20160206 21 0 weekend 1 1910 high
1001 CZ324 20160206 13 0 weekend 1 1530 high
1002 CZ323 20160207 21 1 weekend 1 1450 high
1003 CZ324 20160207 13 1 weekend 1 1340 high
1004 CZ323 20160208 21 2 weekday 1 1450 high
1005 CZ324 20160208 13 2 weekday 1 1430 high
1006 CZ323 20160209 21 3 weekday 1 1270 high
1007 CZ324 20160209 13 3 weekday 1 1910 high
1008 CZ323 20160210 21 4 weekday 1 1270 high
1009 CZ324 20160210 13 4 weekday 1 1910 high
1010 CZ323 20160211 21 5 weekday 1 1270 high
1011 CZ324 20160211 13 5 weekday 1 1530 high
1012 CZ323 20160212 21 6 holiday 1 1270 high
1013 CZ324 20160212 13 6 holiday 1 1910 high
1014 CZ323 20160213 21 7 holiday 1 1910 high
1015 CZ324 20160213 13 7 holiday 1 1910 high
1016 CZ323 20160214 21 8 weekend 1 1910 high
1017 CZ324 20160214 13 8 weekend 1 1910 high
1018 CZ323 20160215 21 9 weekday 1 1910 high
1019 CZ324 20160215 13 9 weekday 1 1910 high
1020 CZ323 20160207 21 0 weekend 0 1450 high
1021 CZ324 20160207 13 0 weekend 0 1530 high
1022 CZ323 20160208 21 1 weekday 0 1450 high
1023 CZ324 20160208 13 1 weekday 0 1720 high
1024 CZ323 20160209 21 2 weekday 0 1450 high
1025 CZ324 20160209 13 2 weekday 0 1910 high
1026 CZ323 20160210 21 3 weekday 0 1270 high
